interaction_id,lead_id,session_id,visitor_id,timestamp,page_name,page_category,page_url,page_depth,event_type,event_name,event_value,button_name,button_location,cta_type,form_name,form_step,form_completed,session_duration_seconds,time_on_page_seconds,scroll_depth_percent,click_count,mouse_activity_score,device_type,browser,operating_system,screen_size,traffic_source,utm_source,utm_medium,utm_campaign,referrer_type,session_number,is_return_visitor,previous_session_gap_days,funnel_stage
INT-055463,LEAD-01971,S-810E8B910CAA,V-A019947711,2026-05-31 03:09:42,Case Studies,social_proof,/case-studies,4,track,page_view,0.02,,sidebar,,,,False,488.0,180,24,12,0.32,Desktop,Safari,Linux,1366x768,organic,google,organic,startup_apr,,1,False,,Awareness
INT-063273,LEAD-01074,S-7EE5643AE20A,V-3A52D400EB,2026-02-03 22:57:17,Docs,product,/docs,3,track,page_view,0.04,Watch Demo,sidebar,secondary,,,False,413.0,101,11,12,0.49,Mobile,Edge,iOS 16,375x667,facebook,facebook,social,startup_founders,search,10,True,0.0,Consideration
INT-023144,LEAD-00436,S-24651807AA68,V-856B862FF0,2026-03-31 06:46:08,Landing Page,landing,/lp/campaign,2,track,page_view,0.03,Book a Call,navbar,primary,,,False,1142.0,107,75,11,0.4,Mobile,Chrome,iOS 17,414x896,google,google,cpc,bfsi_jan,,8,True,3.0,Evaluation
INT-009376,LEAD-01200,S-CB73C7B31554,V-AFE2704832,2026-01-14 15:53:01,Docs,product,/docs,3,track,page_view,0.04,,navbar,,,,False,302.0,156,58,11,0.7,Tablet,Safari,iPadOS 17,1024x768,facebook,facebook,social,brand_awareness,direct,3,True,1.0,Consideration
INT-060076,LEAD-00689,S-9CB3FFF3357B,V-BC77E14835,2026-03-10 22:00:27,Testimonials,social_proof,/testimonials,4,track,page_view,0.01,Read Case Study,navbar,inline,,,False,909.0,258,43,11,0.81,Mobile,Chrome,iOS 16,375x667,direct,linkedin,,brand_awareness,direct,9,True,1.0,Evaluation
INT-063523,LEAD-00084,S-9EA745243CD3,V-DBA2082793,2026-04-06 21:24:46,Landing Page,landing,/lp/campaign,2,track,page_view,0.05,Register Now,,inline,,,False,1217.0,133,75,2,0.59,Mobile,Edge,Android 14,414x896,google,google,cpc,retargeting,,7,True,5.0,Evaluation
INT-062737,LEAD-01462,S-D53733FA1D5B,V-F4372DCC68,2026-02-27 01:43:16,Blog,blog,/blog,2,track,blog_read,0.18,Contact Sales,inline,,,,False,1534.0,106,13,11,0.61,Mobile,Safari,iOS 16,414x896,direct,,,healthcare_mar,email,2,True,5.0,Awareness
INT-018847,LEAD-00336,S-542E7E9FD0C2,V-4D97AC064A,2026-05-01 01:19:08,Webinar,events,/webinar,3,track,page_view,0.07,Register Now,footer,secondary,webinar_register_form,3.0,False,1485.0,255,38,2,0.57,Mobile,Firefox,Android 13,375x667,google,google,cpc,startup_apr,email,10,True,3.0,Consideration
INT-065713,LEAD-01695,S-788B9190E89B,V-9082B553B3,2026-02-21 15:03:10,,home,/,1,track,page_view,0.09,Get Started,,inline,,,False,329.0,244,57,7,0.87,Desktop,,Windows 11,1920x1080,referral,partner,referral,bfsi_jan,,2,True,1.0,Awareness
INT-000099,LEAD-00979,S-AEEF39B29429,V-B2BCB14D94,2026-05-31 06:06:28,Landing Page,landing,/lp/campaign,2,track,page_view,0.02,Download PDF,,primary,,,False,259.0,195,50,10,0.68,Mobile,Safari,Android 13,375x667,facebook,facebook,social,,social,1,False,,Awareness
INT-042926,LEAD-00837,S-575C457F4575,V-9C22E30F3D,2026-05-03 04:38:39,Blog,blog,/blog,2,track,blog_read,0.14,Request Demo,footer,inline,,,False,1388.0,234,45,4,0.84,Mobile,Opera,Android 13,390x844,linkedin,linkedin,social,startup_apr,search,10,True,9.0,Decision
INT-046611,LEAD-00466,S-10263A2EF88A,V-5609F38505,2026-02-25 16:26:52,Features,product,/features,3,track,page_view,0.08,Download PDF,navbar,secondary,,,False,1628.0,217,60,7,0.36,Mobile,Edge,Android 13,414x896,google,google,cpc,bfsi_jan,referral,6,True,16.0,Evaluation
INT-024864,LEAD-01162,S-2CB60E2A5086,V-453118CE28,2026-02-13 17:20:10,Resources,resources,/resources,2,track,document_download,0.47,Download PDF,inline,inline,,,False,577.0,183,46,9,0.94,Mobile,Chrome,iOS 16,375x667,facebook,facebook,social,healthcare_mar,social,3,True,4.0,Awareness
INT-023616,LEAD-01129,S-868C4D5C8DEA,V-E3FFBD6C6D,2026-02-07 02:38:44,Features,product,/features,3,track,page_view,0.05,WhatsApp Us,,banner,,,False,324.0,25,87,7,0.74,Mobile,,Android 14,360x780,facebook,facebook,social,retargeting,social,12,True,1.0,Awareness
INT-002917,LEAD-00680,S-518535CDA84F,V-F5FC312041,2026-04-11 03:40:06,Contact,conversion,/contact,5,track,page_view,0.06,Contact Sales,footer,banner,contact_form,3.0,False,610.0,274,34,10,0.9,Desktop,Safari,macOS Ventura,1366x768,linkedin,linkedin,social,brand_awareness,direct,6,True,0.0,Decision
INT-001785,LEAD-00344,S-BDD6FDB5FFB6,V-1CB90EDA31,2026-01-20 03:30:18,Demo,conversion,/demo,6,track,page_view,0.02,Request Demo,hero,inline,demo_request_form,1.0,False,1498.0,248,68,6,0.95,Desktop,Chrome,Linux,1440x900,google,,cpc,,social,1,False,,Awareness
INT-050975,LEAD-00823,S-3B9FF2869EAC,V-73943997FF,2026-02-11 21:52:42,Blog,blog,/blog,2,track,blog_read,0.14,WhatsApp Us,hero,banner,,,False,604.0,217,11,1,0.47,Mobile,Chrome,iOS 16,375x667,linkedin,linkedin,social,startup_founders,direct,2,True,0.0,Awareness
INT-005059,LEAD-01604,S-556FF8FB763D,V-B34B50206C,2026-05-07 09:11:58,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.47,Get Started,sidebar,secondary,,,False,1480.0,27,79,4,0.68,Desktop,Firefox,macOS Sonoma,1440x900,referral,partner,referral,retargeting,email,4,True,3.0,Consideration
INT-059596,LEAD-01040,S-8F938B1D51CC,V-FD04735897,2026-03-17 08:26:44,Case Studies,social_proof,/case-studies,4,track,page_view,0.07,,sidebar,inline,,,False,648.0,32,35,11,0.56,Desktop,Chrome,Windows 11,2560x1440,facebook,,social,,email,8,True,3.0,Awareness
INT-030641,LEAD-00368,S-605ACEE363F7,V-904407CA7C,2026-02-21 02:42:08,Demo,conversion,/demo,6,track,page_view,0.05,Request Demo,footer,primary,demo_request_form,3.0,False,1522.0,160,25,2,0.75,Mobile,Chrome,Android 13,390x844,google,google,,startup_founders,social,4,True,0.0,Consideration
INT-037937,LEAD-00480,S-E441ACADD6D8,V-129244630A,2026-04-25 04:38:02,Blog,blog,/blog,2,track,blog_read,0.2,Learn More,navbar,banner,,,False,1193.0,80,98,10,0.5,Mobile,Chrome,iOS 17,360x780,google,google,cpc,startup_founders,search,7,True,1.0,Decision
INT-039815,LEAD-00701,S-55C946DBAB07,V-CE71A91EE9,2026-01-15 11:50:36,Features,product,/features,3,track,page_view,0.04,,navbar,banner,,,False,1102.0,105,81,5,0.69,Mobile,Safari,iOS 16,360x780,linkedin,linkedin,social,retargeting,email,3,True,1.0,Consideration
INT-041103,LEAD-00543,S-7491F4BE9DC7,V-8A48E43CAC,2026-02-04 02:08:10,Blog,blog,/blog,2,track,blog_read,0.13,Download PDF,,inline,,,False,104.0,15,38,0,0.63,Desktop,Chrome,macOS Ventura,1440x900,linkedin,linkedin,social,,search,1,False,,Awareness
INT-022435,LEAD-00223,S-AA757F9664DF,V-DBCE28E664,2026-04-06 08:04:32,Resources,resources,/resources,2,track,document_download,0.41,,sidebar,inline,,,False,922.0,156,24,2,0.48,Mobile,Chrome,Android 13,375x667,direct,google,cpc,startup_apr,,11,True,3.0,Evaluation
INT-048164,LEAD-01694,S-396DB12C6206,V-F34A8A9BEF,2026-05-06 15:24:20,Webinar,events,/webinar,3,track,page_view,0.08,Register Now,navbar,banner,webinar_register_form,3.0,False,154.0,264,15,10,0.85,Mobile,Chrome,iOS 17,414x896,referral,partner,referral,bfsi_jan,direct,6,True,35.0,Evaluation
INT-013558,LEAD-00171,S-0EECFF068B61,V-8886839EC9,2026-04-13 00:28:06,Integrations,product,/integrations,3,track,page_view,0.09,View Pricing,,secondary,,,False,1665.0,255,28,2,0.67,Mobile,Safari,Android 14,375x667,direct,google,cpc,startup_founders,,8,True,7.0,Evaluation
INT-043441,LEAD-01880,S-47C622A89DA6,V-81617A0FB9,2026-04-07 23:51:57,Docs,product,/docs,3,track,page_view,0.03,WhatsApp Us,inline,,,,False,1441.0,136,13,7,0.6,Mobile,Chrome,iOS 17,390x844,email_campaign,newsletter,email,retargeting,search,4,True,3.0,Consideration
INT-010742,LEAD-01770,S-3BF6AF09375C,V-133B5291C7,2026-03-27 07:50:19,Pricing,pricing,/pricing,5,track,pricing_page_view,0.63,View Pricing,inline,secondary,,,False,1216.0,99,91,6,0.32,Desktop,Chrome,Windows 10,1920x1080,email_campaign,newsletter,email,brand_awareness,direct,8,True,0.0,Evaluation
INT-070205,LEAD-00491,S-4D25958005C8,V-655B6B321F,2026-05-17 08:02:49,Blog,blog,/blog,2,track,blog_read,0.15,,inline,primary,,,False,1656.0,288,100,8,0.54,Mobile,Chrome,iOS 17,414x896,direct,google,cpc,retargeting,direct,2,True,1.0,Awareness
INT-057612,LEAD-00264,S-3C312D7A125B,V-37D404EB6B,2026-02-15 05:51:32,Changelog,product,/changelog,2,track,page_view,0.07,Book a Call,navbar,primary,,,False,741.0,23,78,9,0.86,Mobile,Chrome,Android 13,375x667,direct,,cpc,startup_apr,email,2,True,12.0,Awareness
INT-009698,LEAD-00277,S-7B8ADE78585E,V-4F7F985826,2026-05-27 18:12:39,Testimonials,social_proof,/testimonials,4,track,page_view,0.05,Read Case Study,footer,,,,False,775.0,172,85,8,0.4,Desktop,Chrome,Windows 10,1920x1080,google,google,cpc,bfsi_jan,social,5,True,2.0,Consideration
INT-026622,LEAD-00781,S-F2461BC6F1CC,V-C168F4945E,2026-04-20 21:05:34,Free Trial,conversion,/free-trial,6,track,page_view,0.06,Try Free,footer,secondary,free_trial_form,1.0,False,1593.0,218,68,12,0.38,Mobile,Chrome,iOS 16,360x780,linkedin,linkedin,social,startup_apr,direct,6,True,18.0,Decision
INT-042334,LEAD-01860,S-58C37DD0430A,V-E69767EA36,2026-04-13 14:32:29,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.38,,inline,inline,,,False,950.0,286,40,4,0.74,Mobile,,Android 13,414x896,email_campaign,newsletter,,startup_apr,search,7,True,0.0,Decision
INT-024011,LEAD-00946,S-56204DC788D1,V-A5FA91AE50,2026-05-11 01:27:01,Contact,conversion,/contact,5,track,page_view,0.08,Contact Sales,inline,secondary,contact_form,2.0,False,1363.0,131,92,9,0.52,Mobile,Chrome,iOS 16,360x780,facebook,facebook,social,brand_awareness,direct,4,True,12.0,Consideration
INT-005006,LEAD-01489,S-13050756D768,V-BBFCCF079F,2026-04-21 15:38:41,Resources,resources,/resources,2,track,resource_view,0.17,,footer,inline,,,False,537.0,66,40,3,0.94,Mobile,Chrome,iOS 16,360x780,direct,,,healthcare_mar,direct,5,True,11.0,Evaluation
INT-073609,LEAD-01369,S-A762A43BF627,V-982D1EEFBB,2026-05-02 12:57:08,Docs,product,/docs,3,track,page_view,0.07,Contact Sales,footer,banner,,,False,1307.0,169,60,8,0.77,Mobile,Chrome,iOS 17,414x896,direct,instagram,social,startup_apr,,2,True,15.0,Awareness
INT-010022,LEAD-00254,S-32102A081F1E,V-DA318025D7,2026-02-25 08:35:53,Blog,blog,/blog,2,track,blog_read,0.09,,sidebar,inline,,,False,64.0,44,17,1,0.55,Mobile,Chrome,Android 13,414x896,google,google,cpc,healthcare_mar,social,2,True,12.0,Consideration
INT-037462,LEAD-00637,S-F1BC3E65FDC6,V-FA9230B4C9,2026-02-13 03:17:35,Pricing,pricing,/pricing,5,track,pricing_page_view,0.62,View Pricing,,secondary,,,False,1678.0,273,63,10,0.35,Desktop,Chrome,macOS Ventura,1920x1080,direct,linkedin,social,brand_awareness,,6,True,1.0,Evaluation
INT-055570,LEAD-00008,S-5BFF6870C0DC,V-16A2FB8AD9,2026-04-04 20:01:51,Case Studies,social_proof,/case-studies,4,track,page_view,0.06,Learn More,,banner,,,False,463.0,222,30,12,0.92,Mobile,Chrome,Android 13,414x896,direct,google,cpc,bfsi_jan,,2,True,4.0,Awareness
INT-004599,LEAD-01733,S-9399D1118FB1,V-21D010E23A,2026-02-01 22:36:20,ROI Calculator,tools,/roi-calculator,5,track,pricing_page_view,0.91,Watch Demo,navbar,inline,,,False,1100.0,285,74,12,0.71,Mobile,Chrome,Android 13,414x896,direct,partner,referral,startup_apr,referral,6,True,3.0,Evaluation
INT-073226,LEAD-01072,S-28DEF86124D6,V-66D8224DEE,2026-03-06 05:04:15,Webinar,events,/webinar,3,track,webinar_registration,0.52,Register Now,inline,secondary,webinar_register_form,3.0,True,631.0,101,24,3,0.8,Desktop,Chrome,Windows 10,1366x768,direct,facebook,,healthcare_mar,email,4,True,5.0,Consideration
INT-042994,LEAD-01358,S-F34CC081A372,V-307B6928A0,2026-04-15 03:38:35,,blog,/blog,2,track,blog_read,0.18,,hero,banner,,,False,,90,27,3,0.99,Mobile,Safari,Android 13,375x667,instagram,instagram,social,startup_apr,referral,1,False,,Awareness
INT-061300,LEAD-00234,S-B41163052D08,V-D11F173A03,2026-02-02 04:22:40,Integrations,product,/integrations,3,track,page_view,0.09,View Pricing,footer,inline,,,False,1627.0,85,84,10,0.5,Mobile,Chrome,iOS 16,375x667,google,google,cpc,enterprise_q1,,2,True,1.0,Awareness
INT-058024,LEAD-00636,S-7CE2FB3C455B,V-F2F7FF8100,2026-04-06 17:39:10,Integrations,product,/integrations,3,track,page_view,0.02,,hero,secondary,,,False,1598.0,257,87,2,0.5,Mobile,Chrome,iOS 17,390x844,linkedin,linkedin,social,retargeting,direct,2,True,10.0,Awareness
INT-052991,LEAD-01019,S-2BE87EFFCE2B,V-1E76A40FAD,2026-03-26 00:40:43,Integrations,product,/integrations,3,track,page_view,0.1,Contact Sales,sidebar,primary,,,False,1002.0,18,94,10,0.34,Desktop,Chrome,Linux,2560x1440,facebook,facebook,social,healthcare_mar,search,3,True,12.0,Awareness
INT-044354,LEAD-01053,S-A0A9B92A3FAB,V-AA674B4660,2026-05-13 03:16:42,Testimonials,social_proof,/testimonials,4,track,page_view,0.03,,inline,primary,,,False,1097.0,89,46,12,0.7,Tablet,Chrome,iPadOS 17,820x1180,facebook,facebook,social,healthcare_mar,social,4,True,11.0,Consideration
INT-005115,LEAD-00939,S-DD83B9CD4A16,V-10F6F1F3D8,2026-04-21 05:14:10,Security,trust,/security,4,track,page_view,0.05,Learn More,,banner,,,False,1340.0,228,93,2,0.82,Desktop,Chrome,Windows 11,1920x1080,facebook,facebook,social,healthcare_mar,search,1,False,,Awareness
INT-020764,LEAD-01142,S-C2FDA95AF861,V-A5DA309E23,2026-05-04 21:24:23,Contact,conversion,/contact,5,track,page_view,0.05,Contact Sales,navbar,secondary,contact_form,2.0,False,820.0,272,22,12,0.34,Mobile,Chrome,iOS 17,390x844,facebook,facebook,social,bfsi_jan,search,10,True,13.0,Decision
INT-031792,LEAD-00749,S-D981EB826406,V-CCC4562A8D,2026-02-27 12:39:44,Pricing,pricing,/pricing,5,track,pricing_page_view,0.9,View Pricing,inline,primary,,,False,546.0,23,39,9,0.83,Mobile,Chrome,iOS 16,360x780,direct,linkedin,social,retargeting,email,7,True,4.0,Evaluation
INT-025609,LEAD-00024,S-F510A02A8DBD,V-B38DE2A9EF,2026-02-22 07:26:09,About,about,/about,2,track,page_view,0.01,Read Case Study,,primary,,,False,1548.0,17,25,8,0.52,Mobile,Chrome,iOS 16,390x844,google,google,cpc,bfsi_jan,,6,True,9.0,Consideration
INT-034087,LEAD-00767,S-3D15039556EB,V-1EF3F66298,2026-05-12 22:27:05,Integrations,product,/integrations,3,track,page_view,0.08,Book a Call,inline,inline,,,False,655.0,204,39,8,0.73,Desktop,Chrome,macOS Ventura,1440x900,linkedin,linkedin,social,startup_apr,direct,8,True,1.0,Consideration
INT-021422,LEAD-01753,S-2B3C679AC012,V-02033139F4,2026-05-12 20:29:23,Blog,blog,/blog,2,track,blog_read,0.08,Download PDF,,secondary,,,False,749.0,154,55,8,0.91,Mobile,Firefox,Android 14,414x896,referral,partner,referral,product_launch,email,1,False,,Awareness
INT-018843,LEAD-00336,S-AFEA711367A3,V-4D97AC064A,2026-04-27 02:58:31,Partners,partnerships,/partners,3,track,page_view,0.01,Book a Call,inline,,,,False,804.0,81,36,9,0.4,Mobile,Firefox,Android 13,360x780,google,google,cpc,startup_apr,social,9,True,1.0,Consideration
INT-025844,LEAD-00314,S-C19DC32F67AA,V-5009519F41,2026-02-22 08:46:01,Blog,blog,/blog,2,track,blog_read,0.15,Try Free,inline,banner,,,False,748.0,250,92,12,0.81,Mobile,Brave,Android 14,414x896,direct,google,cpc,,,3,True,1.0,Awareness
INT-021916,LEAD-00854,S-AFBC25272D7F,V-A8F632CFF6,2026-05-26 13:34:43,Case Studies,social_proof,/case-studies,4,track,page_view,0.09,Learn More,footer,,,,False,467.0,45,69,6,0.31,Desktop,Edge,Windows 11,2560x1440,linkedin,linkedin,social,enterprise_q1,social,4,True,10.0,Consideration
INT-053507,LEAD-00526,S-E1873A24C85F,V-FEE362BC72,2026-05-08 10:07:15,Docs,product,/docs,3,track,page_view,0.09,Get Started,inline,secondary,,,False,375.0,222,14,3,0.93,Mobile,Chrome,Android 14,375x667,linkedin,linkedin,social,startup_apr,email,8,True,2.0,Evaluation
INT-041982,LEAD-00645,S-4F81E4CF3731,V-CCA3E3F8EE,2026-02-17 01:40:09,Blog,blog,/blog,2,track,blog_read,0.15,Book a Call,navbar,inline,,,False,574.0,111,50,4,0.46,Mobile,Chrome,Android 13,390x844,linkedin,,social,bfsi_jan,social,2,True,1.0,Awareness
INT-069491,LEAD-00137,S-AA0F445CF1D4,V-B2D5249B8E,2026-02-14 16:35:14,Resources,resources,/resources,2,track,resource_view,0.09,Download PDF,,primary,,,False,613.0,117,80,11,0.31,Desktop,Chrome,macOS Sonoma,1440x900,google,google,cpc,healthcare_mar,email,16,True,0.0,Awareness
INT-001335,LEAD-00743,S-C02B3FC37821,V-9A65F2F8B9,2026-01-28 14:25:35,Demo,conversion,/demo,6,track,page_view,0.08,Request Demo,navbar,banner,demo_request_form,3.0,False,1715.0,217,31,12,0.82,Desktop,Edge,macOS Sonoma,1920x1080,linkedin,linkedin,social,bfsi_jan,email,1,False,,Awareness
INT-054802,LEAD-00538,S-F29CBFE1680B,V-A909B362F2,2026-04-25 16:06:42,Demo,conversion,/demo,6,track,page_view,0.05,Request Demo,,,demo_request_form,1.0,False,,143,19,3,0.58,Mobile,Safari,iOS 17,360x780,linkedin,linkedin,,enterprise_q1,,8,True,6.0,Evaluation
INT-046775,LEAD-00048,S-8752F3CBCE86,V-6F73F536FE,2026-02-11 10:57:57,Demo,conversion,/demo,6,track,page_view,0.07,Request Demo,sidebar,primary,demo_request_form,1.0,False,685.0,36,73,3,0.9,Desktop,Chrome,Windows 10,1920x1080,direct,google,cpc,bfsi_jan,referral,3,True,1.0,Awareness
INT-012937,LEAD-01887,S-A7186E304E70,V-04CC99FBB8,2026-02-02 08:46:14,Testimonials,social_proof,/testimonials,4,track,page_view,0.05,WhatsApp Us,sidebar,,,,False,1437.0,104,42,11,0.34,Mobile,Chrome,iOS 17,414x896,email_campaign,newsletter,email,bfsi_jan,email,2,True,6.0,Awareness
INT-041229,LEAD-01136,S-2F58D24E9415,V-81D1B72EBA,2026-04-02 03:33:23,Resources,resources,/resources,2,track,document_download,0.4,Download PDF,hero,,,,False,92.0,12,64,1,0.6,Mobile,Chrome,iOS 17,375x667,facebook,facebook,social,bfsi_jan,social,2,True,26.0,Awareness
INT-011201,LEAD-00220,S-9C7B4B12C619,V-73C88BCEF7,2026-04-08 01:55:32,Demo,conversion,/demo,6,track,demo_request,0.8,Request Demo,footer,primary,demo_request_form,1.0,True,290.0,117,77,7,0.87,Mobile,Chrome,iOS 17,414x896,google,google,cpc,brand_awareness,referral,3,True,1.0,Decision
INT-012585,LEAD-01859,S-A8AAC0CA86F8,V-945D7ED450,2026-04-13 02:03:51,Integrations,product,/integrations,3,track,page_view,0.05,Book a Call,hero,,,,False,129.0,15,45,8,0.42,Mobile,Opera,iOS 16,375x667,email_campaign,newsletter,email,startup_apr,social,4,True,10.0,Consideration
INT-031964,LEAD-00702,S-160071A709D7,V-73895AB9BA,2026-03-09 17:38:03,Pricing,pricing,/pricing,5,track,page_view,0.05,View Pricing,,,,,False,1209.0,106,19,11,0.63,Desktop,Chrome,Windows 11,1920x1080,linkedin,linkedin,social,retargeting,,4,True,5.0,Consideration
INT-066464,LEAD-00600,S-AC2788018365,V-BBA4958E60,2026-05-26 03:56:52,Pricing,pricing,/pricing,5,track,pricing_page_view,0.93,View Pricing,sidebar,inline,,,False,1159.0,245,38,2,0.33,Desktop,Chrome,macOS Ventura,1366x768,linkedin,linkedin,social,,referral,4,True,2.0,Evaluation
INT-064349,LEAD-01188,S-903EC3091FB6,V-1814491F6D,2026-02-27 22:25:28,Case Studies,social_proof,/case-studies,4,track,page_view,0.05,Try Free,navbar,,,,False,541.0,300,37,10,0.66,Mobile,Chrome,iOS 16,390x844,facebook,,social,product_launch,search,13,True,0.0,Evaluation
INT-042756,LEAD-00616,S-225850A457C0,V-5A6A3198DA,2026-03-15 01:11:27,Home,home,/,1,track,page_view,0.07,Get Started,,banner,,,False,474.0,135,15,10,0.85,Desktop,Firefox,Windows 11,2560x1440,direct,linkedin,,brand_awareness,email,6,True,8.0,Evaluation
INT-032345,LEAD-01107,S-A91095BB87F1,V-F1F21AA3F6,2026-01-28 20:37:29,Contact,conversion,/contact,5,track,page_view,0.01,Contact Sales,footer,banner,contact_form,1.0,False,426.0,38,60,1,0.89,Tablet,Edge,Windows 11,1280x800,facebook,facebook,social,retargeting,social,7,True,0.0,Evaluation
INT-068365,LEAD-00367,S-6807D5E5B10C,V-84F15226CF,2026-03-07 00:28:17,Contact,conversion,/contact,5,track,page_view,0.01,Contact Sales,,secondary,contact_form,1.0,False,1023.0,184,28,12,0.64,Mobile,Safari,iOS 17,375x667,google,google,cpc,startup_founders,social,5,True,2.0,Consideration
INT-036582,LEAD-01985,S-A6B8BF498F43,V-B442CF16CB,2026-02-26 18:44:38,Pricing,pricing,/pricing,5,track,page_view,0.07,View Pricing,inline,secondary,,,False,532.0,205,34,10,0.79,Mobile,Chrome,Android 14,390x844,direct,google,organic,enterprise_q1,direct,7,True,1.0,Evaluation
INT-030623,LEAD-00368,S-8D10FDF4E6EA,V-904407CA7C,2026-01-27 03:34:06,Changelog,product,/changelog,2,track,page_view,0.03,,inline,secondary,,,False,765.0,212,79,1,0.34,Mobile,Chrome,iOS 16,360x780,google,google,cpc,startup_founders,social,1,False,,Awareness
INT-033760,LEAD-00265,S-B6C5E5F69C8C,V-524B12C5E5,2026-01-26 05:02:35,Resources,resources,/resources,2,track,document_download,0.44,Download PDF,hero,secondary,,,False,1050.0,219,53,10,0.96,Mobile,Safari,Android 13,375x667,direct,google,cpc,product_launch,,1,False,,Awareness
INT-032258,LEAD-01876,S-661A1E37658B,V-FC6DC511D2,2026-02-08 15:01:26,Resources,resources,/resources,2,track,resource_view,0.16,Download PDF,inline,banner,,,False,1408.0,74,99,9,0.93,Mobile,Chrome,Android 13,375x667,email_campaign,newsletter,email,startup_apr,email,2,True,5.0,Awareness
INT-045127,LEAD-01973,S-28069680F57E,V-92A3DC1E49,2026-04-03 09:17:28,,social_proof,/case-studies,4,track,page_view,0.08,Learn More,navbar,inline,,,False,-43.0,178,35,11,0.8,Mobile,Chrome,Android 13,360x780,organic,google,organic,healthcare_mar,,3,True,24.0,Consideration
INT-060204,LEAD-01371,S-D7CA82C29710,V-320DA706B4,2026-05-27 04:15:03,About,about,/about,2,track,page_view,0.04,Request Demo,sidebar,banner,,,False,579.0,263,29,12,0.47,Mobile,Safari,iOS 16,360x780,instagram,instagram,social,startup_apr,referral,1,False,,Awareness
INT-004516,LEAD-00573,S-CAECEA8BA555,V-B19B02795A,2026-04-14 12:30:55,Pricing,pricing,/pricing,5,track,pricing_page_view,0.56,View Pricing,inline,,,,False,1189.0,128,22,9,0.81,Mobile,Chrome,iOS 17,375x667,direct,linkedin,,startup_apr,,6,True,2.0,Consideration
INT-042860,LEAD-00837,S-795FF6F66C61,V-9C22E30F3D,2026-02-27 13:02:56,Resources,resources,/resources,2,track,document_download,0.48,Download PDF,navbar,banner,,,False,938.0,18,40,7,0.95,Mobile,Opera,Android 13,390x844,linkedin,,social,,social,2,True,8.0,Awareness
INT-057527,LEAD-00081,S-9562E72833AC,V-5161ED3D37,2026-03-15 05:29:40,Resources,resources,/resources,2,track,resource_view,0.1,Download PDF,hero,banner,,,False,309.0,217,46,8,0.91,Mobile,,Android 14,414x896,direct,google,cpc,healthcare_mar,search,3,True,4.0,Awareness
INT-060548,LEAD-00859,S-E2DDB4745710,V-4868214616,2026-03-08 07:31:29,Webinar,events,/webinar,3,track,webinar_registration,0.36,Register Now,inline,,webinar_register_form,1.0,True,1314.0,34,77,11,0.31,Mobile,Chrome,iOS 16,360x780,linkedin,linkedin,social,startup_founders,referral,2,True,3.0,Awareness
INT-003404,LEAD-00604,S-196465D2B658,V-542A00CE65,2026-05-11 09:58:15,Integrations,product,/integrations,3,track,page_view,0.06,Try Free,inline,banner,,,False,1057.0,96,62,12,0.42,Mobile,Safari,Android 14,375x667,linkedin,linkedin,social,bfsi_jan,,7,True,13.0,Consideration
INT-060622,LEAD-01912,S-48E915CD6993,V-BAE6F1BBC1,2026-04-10 04:40:32,Contact,conversion,/contact,5,track,page_view,0.06,Contact Sales,,primary,contact_form,1.0,False,1610.0,299,70,6,0.77,Mobile,Chrome,iOS 17,360x780,organic,,,startup_apr,referral,3,True,1.0,Consideration
INT-014147,LEAD-01745,S-60E412CD39BC,V-4B2785FD2E,2026-03-15 13:27:13,Changelog,product,/changelog,2,track,scroll,0.03,Request Demo,hero,primary,,,False,13.0,7,54,0,0.11,Desktop,Safari,Linux,1920x1080,referral,partner,referral,healthcare_mar,direct,4,True,7.0,Awareness
INT-049073,LEAD-01960,S-E07DADF2CE2B,V-D921C02A52,2026-02-19 03:30:39,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.36,,hero,secondary,,,False,694.0,47,29,1,0.36,Mobile,Chrome,iOS 16,414x896,organic,google,organic,retargeting,social,3,True,7.0,Consideration
INT-012540,LEAD-01907,S-236B3AD299DB,V-00FC7A32CE,2026-03-10 10:33:50,Demo,conversion,/demo,6,track,page_view,0.06,Request Demo,inline,primary,demo_request_form,1.0,False,1186.0,117,70,9,0.89,Mobile,Opera,Android 14,360x780,direct,google,organic,startup_founders,social,8,True,4.0,Evaluation
INT-067073,LEAD-01309,S-ADE40D1F0941,V-9BD7F6205A,2026-05-09 16:59:18,Free Trial,conversion,/free-trial,6,track,page_view,0.05,,hero,primary,free_trial_form,2.0,False,443.0,223,52,8,0.44,Desktop,Chrome,macOS Sonoma,1440x900,instagram,instagram,social,enterprise_q1,social,10,True,9.0,Evaluation
INT-054668,LEAD-00855,S-592545108926,V-54A75F7924,2026-03-28 21:43:34,Demo,conversion,/demo,6,track,demo_request,0.93,Request Demo,hero,inline,demo_request_form,2.0,True,698.0,116,18,2,0.87,Mobile,Safari,iOS 17,375x667,linkedin,,social,brand_awareness,email,10,True,4.0,Decision
